pH,SecondaryFeed,Ni_removed_pct,Co_removed_pct
3,Na2SO4,1.34985099893949,0.368141181528953
3,H2SO4,1.01238824920462,0.276105886146714
5,Na2SO4,2.62915074098611,0.71704111117803
5,H2SO4,1.97186305573958,0.537780833383522
7,Na2SO4,3.28341192931544,0.895475980722392
7,H2SO4,2.46255894698658,0.671606985541794
9,Na2SO4,2.62915074098611,0.71704111117803
9,H2SO4,1.97186305573958,0.537780833383522
11,Na2SO4,1.34985099893949,0.368141181528953
11,H2SO4,1.01238824920462,0.276105886146714
